pub_date,main_headline,article_url,classification
1877-01-01T00:03:58Z,Editorial Article 7 -- No Title,https://query.nytimes.com/gst/abstract.html?res=9904E3D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,"PULPIT UTTERANCES.; SERMON BY REV. DR. BELLOWS AT ALL SOULS' CHURCH. SERMON BY REV. DR. E.H. CHAPIN, AT THE CHURCH OF THE DIVINE PATERNITY. REV. T. DE WITT TALMAGE HEARD FROM THE NEWSPAPER EDITORS AND THE ACTORS TO BE LECTURED.",https://query.nytimes.com/gst/abstract.html?res=9B00E2D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,"POLITICAL INTELLIGENCE.; THE MISSISSIPPI PLAN AT HOME. ITS EFFECT ON THE REPUBLICAN VOTE WHAT HAS BECOME OF OVER 38,000 VOTERS IN TWO YEARS 21,000 REPUBLICAN LOSS IN TWELVE COUNTIES WITHONLY 1,700 DEMOCRATIC GAIN IN THESAME UNDENIABLE EVIDENCE OF INTIMIDATION IN PREVENTING THE POLLING OF THE REPUBLICAN VOTE THEPRETENSE OF COLORED MEN VOTINGTHE DEMOCRATIC TICKET EXPLODED.",https://query.nytimes.com/gst/abstract.html?res=9F06E3D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,"INCIDENTS IN THE CONTROVERSY.; MR. BARNES, OF THE WESTERN UNION, IN WASHINGTON HIS ANSWER TO THE HOUSE NOT YET PREPARED THE DEMOCRATS AND GROVER, OF OREGON JUDGE MATTHEWS GIVES NOTICE OF HIS CONTEST FOR BANNING'S SEAT.",https://query.nytimes.com/gst/abstract.html?res=9901E3D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,HOW TO REACH THE NORTH POLE.,https://query.nytimes.com/gst/abstract.html?res=9E06E3D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,PARTIAL LIST OF THE DEAD.; THIRTY-SIX BODIES RECOVERED FROM THE RUINS NINETEEN BELIEVED TO BE IDENTIFIED THE CHARRED AND BLACKENED REMAINS.,https://query.nytimes.com/gst/abstract.html?res=9C02E5D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,CLEVER CAPTURE OF BURGLARS.,https://query.nytimes.com/gst/abstract.html?res=9406E4D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,"BALANCE OF THE GENEVA AWARD.; THE QUESTION OF DISPOSING OF THE UNEXPENDED $8,000,000 THE EXPIRATIONOF THE COURT OF CLAIMS.",https://query.nytimes.com/gst/abstract.html?res=9B02E6D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,PASSENGERS ARRIVED.,https://query.nytimes.com/gst/abstract.html?res=980CE2D9133AE63BBC4953DFB766838C669FDE,0
1877-01-01T00:03:58Z,AMUSEMENTS THIS EVENING.,https://query.nytimes.com/gst/abstract.html?res=980CE4D9133AE63BBC4953DFB766838C669FDE,0
