pub_date,main_headline,article_url,classification
1868-01-01T00:03:58Z,Rights of Foreign-born Citizens--Meeting in Toledo--Letter from Mr. Vallandigham--Speech by Mr. Ashley.,https://query.nytimes.com/gst/abstract.html?res=9804E3DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,THE OLD YEAR.; CHRONOLOGY OF 1867.,https://query.nytimes.com/gst/abstract.html?res=9E0CE4DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,BANKRUPT NOTICES.,https://query.nytimes.com/gst/abstract.html?res=9D01E3DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,Passengers Arrived.,https://query.nytimes.com/gst/abstract.html?res=9800E3DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,Front Page 1 -- No Title,https://query.nytimes.com/gst/abstract.html?res=9C0CE4DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,LAW REPORTS.; UNITED STATES SUPREME COURT. UNITED STATES DISTRICT COURT SUPREME COURT SURROGATE'S COURT. UNITED STATES COMMISSIONERS OFFICE. SUPREME COURT SUPREME COURT--GENERAL TERM,https://query.nytimes.com/gst/abstract.html?res=9A0CE4DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,THE FENNIANS.; Resignation of President Roberts--Address to the American People.,https://query.nytimes.com/gst/abstract.html?res=9C07E3DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,The Southern Constitutions.,https://query.nytimes.com/gst/abstract.html?res=9905E3DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,Arrival of Steamer China at San Francisco.,https://query.nytimes.com/gst/abstract.html?res=9D0DE4DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,"The Robbery of Government Bonds in Dorchester, Mass.",https://query.nytimes.com/gst/abstract.html?res=9407E3DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,THE NEW POLAR CONTINENT.; Letters from Capts. Long and Raymor--The Names Suggested--Supposed Extent of the Land.,https://query.nytimes.com/gst/abstract.html?res=9A04E3DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,ITALY AND ROME.; Continuance of the Debates in the Italian Parliament--Speech of Minister Menabrea.,https://query.nytimes.com/gst/abstract.html?res=980DE4DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,Dividends Payable in Boston.,https://query.nytimes.com/gst/abstract.html?res=9404E3DB1630EE34BC4953DFB7668383679FDE,0
1868-01-01T00:03:58Z,Affaire in Canada--Arrest of an Incendiray--Lord Monek to Remain in Canada.,https://query.nytimes.com/gst/abstract.html?res=9C02E4DB1630EE34BC4953DFB7668383679FDE,0
